Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_2221_,1.1,8.648e-08,0.000e+00,3.597e-08,1.225e-07
_1524_,1.1,5.070e-32,0.000e+00,1.222e-07,1.222e-07
_1485_,1.1,9.532e-08,0.000e+00,2.353e-08,1.188e-07
_1502_,1.1,4.207e-15,0.000e+00,1.183e-07,1.183e-07
_1475_,1.1,9.525e-08,0.000e+00,2.275e-08,1.180e-07
_2430_,1.1,1.002e-07,0.000e+00,1.435e-08,1.145e-07
_2573_,1.1,9.979e-08,0.000e+00,1.435e-08,1.141e-07
_1446_,1.1,9.971e-08,0.000e+00,1.435e-08,1.141e-07
_2462_,1.1,9.963e-08,0.000e+00,1.435e-08,1.140e-07
_1744_,1.1,9.931e-08,0.000e+00,1.435e-08,1.137e-07
_2136_,1.1,9.924e-08,0.000e+00,1.435e-08,1.136e-07
_2274_,1.1,9.924e-08,0.000e+00,1.435e-08,1.136e-07
_2267_,1.1,9.924e-08,0.000e+00,1.435e-08,1.136e-07
_2257_,1.1,9.924e-08,0.000e+00,1.435e-08,1.136e-07
_2251_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2239_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2609_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2228_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2614_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2619_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2625_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2600_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2631_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2675_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2678_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_2418_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
